Mass,Position,Velocity,Acceleration
25735.0,"[-7836.450721964655, 3060.6225608818436, 0.0]","[-4.105056460634858, -2.902475113223323, 0.0]","[0.005248332068161362, -0.0020528079868621404, 0.0]"
25735.0,"[-7840.55577842529, 3057.7200857686203, 0.0]","[-4.099810563989153, -2.9045239508078855, 0.0]","[0.005245896645704801, -0.002048837584562221, 0.0]"
25735.0,"[-7844.655588989279, 3054.8155618178125, 0.0]","[-4.094567098259802, -2.906568825708148, 0.0]","[0.005243465729351229, -0.002044874900262761, 0.0]"
25735.0,"[-7848.750156087539, 3051.9089929921042, 0.0]","[-4.089326058948009, -2.9086097456181217, 0.0]","[0.00524103931179241, -0.002040919909973698, 0.0]"
25735.0,"[-7852.839482146487, 3049.0003832464863, 0.0]","[-4.084087441562273, -2.9106467182079134, 0.0]","[0.0052386173857355495, -0.002036972589791774, 0.0]"
25735.0,"[-7856.92356958805, 3046.0897365282785, 0.0]","[-4.07885124161837, -2.9126797511238136, 0.0]","[0.0052361999439032945, -0.0020330329159001467, 0.0]"
25735.0,"[-7861.002420829668, 3043.1770567771546, 0.0]","[-4.073617454639336, -2.9147088519883817, 0.0]","[0.0052337869790336855, -0.0020291008645679973, 0.0]"
25735.0,"[-7865.076038284307, 3040.262347925166, 0.0]","[-4.068386076155456, -2.9167340284005316, 0.0]","[0.005231378483880176, -0.0020251764121501556, 0.0]"
25735.0,"[-7869.144424360463, 3037.3456138967654, 0.0]","[-4.0631571017042445, -2.9187552879356184, 0.0]","[0.005228974451211591, -0.0020212595350867107, 0.0]"
25735.0,"[-7873.207581462167, 3034.4268586088297, 0.0]","[-4.057930526830432, -2.9207726381455212, 0.0]","[0.005226574873812124, -0.0020173502099026333, 0.0]"
25735.0,"[-7877.265511988997, 3031.506085970684, 0.0]","[-4.052706347085951, -2.9227860865587285, 0.0]","[0.0052241797444813245, -0.0020134484132074003, 0.0]"
25735.0,"[-7881.318218336083, 3028.5832998841256, 0.0]","[-4.047484558029916, -2.924795640680423, 0.0]","[0.0052217890560340785, -0.002009554121694617, 0.0]"
25735.0,"[-7885.365702894113, 3025.6585042434453, 0.0]","[-4.042265155228616, -2.9268013079925645, 0.0]","[0.005219402801300585, -0.0020056673121416385, 0.0]"
25735.0,"[-7889.407968049342, 3022.7317029354526, 0.0]","[-4.03704813425549, -2.928803095953974, 0.0]","[0.005217020973126353, -0.002001787961409205, 0.0]"
25735.0,"[-7893.4450161835975, 3019.802899839499, 0.0]","[-4.031833490691118, -2.930801012000415, 0.0]","[0.005214643564372184, -0.001997916046441068, 0.0]"
25735.0,"[-7897.476849674289, 3016.8720988274986, 0.0]","[-4.026621220123204, -2.932795063544679, 0.0]","[0.00521227056791414, -0.001994051544263618, 0.0]"
25735.0,"[-7901.503470894412, 3013.939303763954, 0.0]","[-4.02141131814656, -2.9347852579766642, 0.0]","[0.0052099019766435545, -0.0019901944319855253, 0.0]"
25735.0,"[-7905.524882212559, 3011.004518505977, 0.0]","[-4.016203780363093, -2.9367716026634616, 0.0]","[0.00520753778346699, -0.0019863446867973704, 0.0]"
25735.0,"[-7909.541085992922, 3008.0677469033135, 0.0]","[-4.010998602381787, -2.938754104949433, 0.0]","[0.005205177981306235, -0.0019825022859712798, 0.0]"
25735.0,"[-7913.552084595303, 3005.128992798364, 0.0]","[-4.005795779818689, -2.9407327721562937, 0.0]","[0.005202822563098283, -0.0019786672068605672, 0.0]"
25735.0,"[-7917.557880375122, 3002.1882600262074, 0.0]","[-4.0005953082968935, -2.942707611583193, 0.0]","[0.005200471521795326, -0.00197483942689938, 0.0]"
25735.0,"[-7921.55847568342, 2999.2455524146244, 0.0]","[-3.9953971834465287, -2.9446786305067953, 0.0]","[0.00519812485036471, -0.001971018923602325, 0.0]"
25735.0,"[-7925.553872866866, 2996.300873784118, 0.0]","[-3.99020140090474, -2.9466458361813594, 0.0]","[0.00519578254178896, -0.001967205674564135, 0.0]"
25735.0,"[-7929.544074267771, 2993.3542279479366, 0.0]","[-3.985007956315674, -2.948609235838819, 0.0]","[0.005193444589065728, -0.001963399657459299, 0.0]"
25735.0,"[-7933.529082224087, 2990.4056187120977, 0.0]","[-3.9798168453304665, -2.9505688366888605, 0.0]","[0.005191110985207784, -0.0019596008500417116, 0.0]"
25735.0,"[-7937.508899069418, 2987.455049875409, 0.0]","[-3.9746280636072235, -2.952524645919005, 0.0]","[0.005188781723243006, -0.0019558092301443313, 0.0]"
25735.0,"[-7941.483527133025, 2984.50252522949, 0.0]","[-3.969441606811009, -2.954476670694684, 0.0]","[0.005186456796214364, -0.0019520247756788251, 0.0]"
25735.0,"[-7945.452968739836, 2981.5480485587955, 0.0]","[-3.964257470613829, -2.956424918159319, 0.0]","[0.005184136197179885, -0.001948247464635221, 0.0]"
25735.0,"[-7949.41722621045, 2978.591623640636, 0.0]","[-3.9590756506946163, -2.9583693954344006, 0.0]","[0.005181819919212659, -0.0019444772750815695, 0.0]"
25735.0,"[-7953.376301861145, 2975.6332542452014, 0.0]","[-3.9538961427392154, -2.9603101096195643, 0.0]","[0.005179507955400802, -0.001940714185163592, 0.0]"
25735.0,"[-7957.330198003884, 2972.672944135582, 0.0]","[-3.948718942440368, -2.9622470677926684, 0.0]","[0.005177200298847444, -0.0019369581731043457, 0.0]"
25735.0,"[-7961.278916946325, 2969.710697067789, 0.0]","[-3.9435440454976973, -2.964180277009872, 0.0]","[0.005174896942670721, -0.0019332092172038833, 0.0]"
25735.0,"[-7965.222460991823, 2966.7465167907794, 0.0]","[-3.9383714476176936, -2.966109744305711, 0.0]","[0.005172597880003732, -0.0019294672958389074, 0.0]"
25735.0,"[-7969.160832439441, 2963.7804070464736, 0.0]","[-3.933201144513699, -2.968035476693174, 0.0]","[0.005170303103994556, -0.0019257323874624476, 0.0]"
25735.0,"[-7973.094033583955, 2960.81237156978, 0.0]","[-3.928033131905893, -2.9699574811637772, 0.0]","[0.005168012607806198, -0.0019220044706035105, 0.0]"
25735.0,"[-7977.022066715861, 2957.8424140886164, 0.0]","[-3.922867405521276, -2.971875764687644, 0.0]","[0.0051657263846166, -0.0019182835238667616, 0.0]"
25735.0,"[-7980.944934121382, 2954.8705383239285, 0.0]","[-3.9177039610936575, -2.9737903342135765, 0.0]","[0.00516344442761859, -0.0019145695259321785, 0.0]"
25735.0,"[-7984.862638082476, 2951.896747989715, 0.0]","[-3.9125427943636377, -2.975701196669131, 0.0]","[0.0051611667300199065, -0.001910862455554737, 0.0]"
25735.0,"[-7988.77518087684, 2948.921046793046, 0.0]","[-3.9073839010785947, -2.9776083589606954, 0.0]","[0.005158893285043135, -0.0019071622915640696, 0.0]"
25735.0,"[-7992.682564777919, 2945.9434384340852, 0.0]","[-3.902227276992669, -2.9795118279735595, 0.0]","[0.005156624085925722, -0.0019034690128641478, 0.0]"
25735.0,"[-7996.584792054911, 2942.9639266061117, 0.0]","[-3.8970729178667494, -2.9814116105719926, 0.0]","[0.0051543591259199315, -0.0018997825984329504, 0.0]"
25735.0,"[-8000.481864972778, 2939.9825149955395, 0.0]","[-3.8919208194684565, -2.9833077135993147, 0.0]","[0.005152098398292855, -0.001896103027322151, 0.0]"
25735.0,"[-8004.373785792246, 2936.99920728194, 0.0]","[-3.88677097757213, -2.9852001438779716, 0.0]","[0.005149841896326359, -0.0018924302786567828, 0.0]"
25735.0,"[-8008.260556769818, 2934.014007138062, 0.0]","[-3.881623387958813, -2.9870889082096066, 0.0]","[0.005147589613317085, -0.0018887643316349268, 0.0]"
25735.0,"[-8012.142180157777, 2931.0269182298525, 0.0]","[-3.8764780464162363, -2.988974013375134, 0.0]","[0.005145341542576433, -0.0018851051655273945, 0.0]"
25735.0,"[-8016.018658204193, 2928.037944216477, 0.0]","[-3.871334948738806, -2.9908554661348115, 0.0]","[0.005143097677430535, -0.001881452759677409, 0.0]"
25735.0,"[-8019.889993152932, 2925.0470887503425, 0.0]","[-3.8661940907275856, -2.992733273228312, 0.0]","[0.0051408580112202356, -0.0018778070935002867, 0.0]"
25735.0,"[-8023.75618724366, 2922.0543554771143, 0.0]","[-3.8610554681902847, -2.994607441374795, 0.0]","[0.0051386225373010646, -0.0018741681464831263, 0.0]"
25735.0,"[-8027.61724271185, 2919.0597480357396, 0.0]","[-3.8559190769412415, -2.9964779772729795, 0.0]","[0.005136391249043236, -0.0018705358981844999, 0.0]"
25735.0,"[-8031.473161788791, 2916.0632700584665, 0.0]","[-3.85078491280141, -2.9983448876012138, 0.0]","[0.005134164139831621, -0.0018669103282341383, 0.0]"
25735.0,"[-8035.323946701593, 2913.064925170865, 0.0]","[-3.8456529715983443, -3.0002081790175463, 0.0]","[0.00513194120306571, -0.0018632914163326196, 0.0]"
25735.0,"[-8039.169599673191, 2910.0647169918475, 0.0]","[-3.8405232491661847, -3.0020678581597973, 0.0]","[0.00512972243215962, -0.0018596791422510687, 0.0]"
25735.0,"[-8043.010122922357, 2907.0626491336875, 0.0]","[-3.8353957413456428, -3.003923931645628, 0.0]","[0.005127507820542061, -0.0018560734858308488, 0.0]"
25735.0,"[-8046.845518663703, 2904.058725202042, 0.0]","[-3.8302704439839865, -3.0057764060726115, 0.0]","[0.005125297361656317, -0.0018524744269832537, 0.0]"
25735.0,"[-8050.675789107687, 2901.0529487959693, 0.0]","[-3.8251473529350264, -3.0076252880183008, 0.0]","[0.005123091048960218, -0.001848881945689207, 0.0]"
25735.0,"[-8054.500936460622, 2898.045323507951, 0.0]","[-3.8200264640591004, -3.0094705840402995, 0.0]","[0.005120888875926142, -0.001845296021998965, 0.0]"
25735.0,"[-8058.320962924681, 2895.0358529239106, 0.0]","[-3.8149077732230596, -3.011312300676331, 0.0]","[0.00511869083604097, -0.001841716636031807, 0.0]"
25735.0,"[-8062.1358706979045, 2892.0245406232343, 0.0]","[-3.8097912763002535, -3.0131504444443067, 0.0]","[0.005116496922806078, -0.001838143767975747, 0.0]"
25735.0,"[-8065.945661974205, 2889.01139017879, 0.0]","[-3.804676969170516, -3.014985021842394, 0.0]","[0.005114307129737316, -0.0018345773980872283, 0.0]"
25735.0,"[-8069.750338943376, 2885.9964051569477, 0.0]","[-3.799564847720151, -3.016816039349085, 0.0]","[0.005112121450364986, -0.0018310175066908357, 0.0]"
25735.0,"[-8073.549903791096, 2882.9795891175986, 0.0]","[-3.794454907841917, -3.018643503423264, 0.0]","[0.005109939878233822, -0.001827464074178996, 0.0]"
25735.0,"[-8077.344358698938, 2879.960945614175, 0.0]","[-3.789347145435014, -3.0204674205042754, 0.0]","[0.005107762406902966, -0.0018239170810116871, 0.0]"
25735.0,"[-8081.133705844373, 2876.940478193671, 0.0]","[-3.784241556405068, -3.0222877970119915, 0.0]","[0.005105589029945951, -0.0018203765077161455, 0.0]"
25735.0,"[-8084.917947400779, 2873.918190396659, 0.0]","[-3.7791381366641175, -3.024104639346878, 0.0]","[0.005103419740950687, -0.0018168423348865815, 0.0]"
25735.0,"[-8088.697085537443, 2870.8940857573125, 0.0]","[-3.774036882130598, -3.025917953890062, 0.0]","[0.005101254533519417, -0.001813314543183882, 0.0]"
25735.0,"[-8092.4711224195735, 2867.8681678034222, 0.0]","[-3.768937788729329, -3.027727747003397, 0.0]","[0.005099093401268731, -0.0018097931133353343, 0.0]"
25735.0,"[-8096.240060208303, 2864.8404400564186, 0.0]","[-3.7638408523914997, -3.0295340250295313, 0.0]","[0.005096936337829506, -0.0018062780261343305, 0.0]"
25735.0,"[-8100.003901060694, 2861.810906031389, 0.0]","[-3.7587460690546526, -3.0313367942919713, 0.0]","[0.005094783336846921, -0.0018027692624400912, 0.0]"
25735.0,"[-8103.762647129749, 2858.7795692370973, 0.0]","[-3.753653434662672, -3.0331360610951488, 0.0]","[0.005092634391980406, -0.0017992668031773765, 0.0]"
25735.0,"[-8107.516300564412, 2855.746433176002, 0.0]","[-3.7485629451657685, -3.034931831724485, 0.0]","[0.00509048949690364, -0.001795770629336209, 0.0]"
25735.0,"[-8111.2648635095775, 2852.7115013442776, 0.0]","[-3.743474596520464, -3.0367241124464566, 0.0]","[0.005088348645304534, -0.0017922807219715956, 0.0]"
25735.0,"[-8115.008338106098, 2849.6747772318313, 0.0]","[-3.738388384689579, -3.03851290950866, 0.0]","[0.005086211830885182, -0.00178879706220324, 0.0]"
25735.0,"[-8118.746726490787, 2846.6362643223224, 0.0]","[-3.733304305642217, -3.040298229139875, 0.0]","[0.0050840790473618705, -0.0017853196312152756, 0.0]"
25735.0,"[-8122.48003079643, 2843.5959660931826, 0.0]","[-3.728222355353752, -3.042080077550131, 0.0]","[0.005081950288465037, -0.001781848410255984, 0.0]"
25735.0,"[-8126.2082531517835, 2840.5538860156325, 0.0]","[-3.7231425298058127, -3.043858460930769, 0.0]","[0.005079825547939262, -0.0017783833806375219, 0.0]"
25735.0,"[-8129.9313956815895, 2837.510027554702, 0.0]","[-3.7180648249862696, -3.0456333854545043, 0.0]","[0.005077704819543239, -0.0017749245237356484, 0.0]"
25735.0,"[-8133.649460506575, 2834.4643941692475, 0.0]","[-3.7129892368892197, -3.047404857275494, 0.0]","[0.0050755880970497535, -0.0017714718209894495, 0.0]"
25735.0,"[-8137.362449743465, 2831.416989311972, 0.0]","[-3.707915761514974, -3.049172882529395, 0.0]","[0.005073475374245672, -0.001768025253901077, 0.0]"
25735.0,"[-8141.07036550498, 2828.3678164294424, 0.0]","[-3.7028443948700422, -3.0509374673334304, 0.0]","[0.005071366644931897, -0.0017645848040354645, 0.0]"
25735.0,"[-8144.77320989985, 2825.316878962109, 0.0]","[-3.6977751329671187, -3.0526986177864504, 0.0]","[0.005069261902923373, -0.0017611504530200737, 0.0]"
25735.0,"[-8148.470985032817, 2822.2641803443225, 0.0]","[-3.6927079718250697, -3.054456339968995, 0.0]","[0.005067161142049046, -0.0017577221825446209, 0.0]"
25735.0,"[-8152.1636930046425, 2819.2097240043536, 0.0]","[-3.6876429074689177, -3.0562106399433557, 0.0]","[0.005065064356151855, -0.001754299974360811, 0.0]"
25735.0,"[-8155.851335912112, 2816.15351336441, 0.0]","[-3.682579935929829, -3.057961523753638, 0.0]","[0.005062971539088693, -0.0017508838102820766, 0.0]"
25735.0,"[-8159.533915848041, 2813.0955518406568, 0.0]","[-3.6775190532450983, -3.059708997425821, 0.0]","[0.0050608826847304035, -0.0017474736721833123, 0.0]"
25735.0,"[-8163.211434901286, 2810.035842843231, 0.0]","[-3.6724602554581365, -3.0614530669678217, 0.0]","[0.00505879778696175, -0.0017440695420006171, 0.0]"
25735.0,"[-8166.883895156744, 2806.9743897762633, 0.0]","[-3.667403538618455, -3.0631937383695527, 0.0]","[0.005056716839681391, -0.0017406714017310283, 0.0]"
25735.0,"[-8170.551298695363, 2803.9111960378937, 0.0]","[-3.6623488987816533, -3.064931017602985, 0.0]","[0.005054639836801866, -0.0017372792334322692, 0.0]"
25735.0,"[-8174.213647594144, 2800.8462650202905, 0.0]","[-3.6572963320094036, -3.0666649106222073, 0.0]","[0.005052566772249567, -0.001733893019222485, 0.0]"
25735.0,"[-8177.870943926154, 2797.779600109668, 0.0]","[-3.652245834369439, -3.068395423363487, 0.0]","[0.005050497639964718, -0.001730512741279991, 0.0]"
25735.0,"[-8181.523189760524, 2794.7112046863044, 0.0]","[-3.6471974019355375, -3.0701225617453303, 0.0]","[0.005048432433901357, -0.001727138381843016, 0.0]"
25735.0,"[-8185.1703871624595, 2791.641082124559, 0.0]","[-3.64215103078751, -3.0718463316685396, 0.0]","[0.0050463711480273135, -0.0017237699232094481, 0.0]"
25735.0,"[-8188.812538193247, 2788.5692357928906, 0.0]","[-3.6371067170111857, -3.073566739016276, 0.0]","[0.005044313776324178, -0.0017204073477365813, 0.0]"
25735.0,"[-8192.449644910257, 2785.4956690538743, 0.0]","[-3.6320644566983984, -3.075283789654117, 0.0]","[0.005042260312787292, -0.001717050637840865, 0.0]"
25735.0,"[-8196.081709366956, 2782.4203852642204, 0.0]","[-3.6270242459469726, -3.0769974894301146, 0.0]","[0.005040210751425712, -0.0017136997759976509, 0.0]"
25735.0,"[-8199.708733612903, 2779.3433877747902, 0.0]","[-3.6219860808607103, -3.0787078441748554, 0.0]","[0.005038165086262209, -0.0017103547447409504, 0.0]"
25735.0,"[-8203.330719693764, 2776.2646799306153, 0.0]","[-3.616949957549377, -3.0804148597015186, 0.0]","[0.005036123311333217, -0.0017070155266631774, 0.0]"
25735.0,"[-8206.947669651314, 2773.1842650709136, 0.0]","[-3.611915872128688, -3.0821185418059334, 0.0]","[0.0050340854206888325, -0.0017036821044149083, 0.0]"
25735.0,"[-8210.559585523442, 2770.102146529108, 0.0]","[-3.6068838207202956, -3.083818896266638, 0.0]","[0.005032051408392794, -0.0017003544607046357, 0.0]"
25735.0,"[-8214.166469344163, 2767.018327632841, 0.0]","[-3.601853799451773, -3.0855159288449365, 0.0]","[0.00503002126852244, -0.0016970325782985228, 0.0]"
25735.0,"[-8217.768323143615, 2763.9328117039963, 0.0]","[-3.5968258044566044, -3.0872096452849567, 0.0]","[0.00502799499516871, -0.001693716440020157, 0.0]"
25735.0,"[-8221.36514894807, 2760.8456020587114, 0.0]","[-3.591799831874168, -3.088900051313707, 0.0]","[0.005025972582436098, -0.0016904060287503133, 0.0]"
25735.0,"[-8224.956948779945, 2757.7567020073975, 0.0]","[-3.5867758778497256, -3.0905871526411337, 0.0]","[0.005023954024442658, -0.001687101327426712, 0.0]"
25735.0,"[-8228.543724657795, 2754.6661148547564, 0.0]","[-3.5817539385344057, -3.0922709549601777, 0.0]","[0.005021939315319953, -0.0016838023190437746, 0.0]"
25735.0,"[-8232.12547859633, 2751.5738438997964, 0.0]","[-3.5767340100851928, -3.09395146394683, 0.0]","[0.00501992844921306, -0.0016805089866523911, 0.0]"
25735.0,"[-8235.702212606415, 2748.4798924358497, 0.0]","[-3.571716088664912, -3.0956286852601895, 0.0]","[0.00501792142028052, -0.0016772213133596796, 0.0]"
25735.0,"[-8239.27392869508, 2745.3842637505895, 0.0]","[-3.5667001704422177, -3.097302624542518, 0.0]","[0.005015918222694343, -0.0016739392823287476, 0.0]"
25735.0,"[-8242.840628865522, 2742.286961126047, 0.0]","[-3.5616862515915777, -3.098973287419297, 0.0]","[0.0050139188506399665, -0.001670662876778464, 0.0]"
25735.0,"[-8246.402315117113, 2739.187987838628, 0.0]","[-3.5566743282932616, -3.10064067949928, 0.0]","[0.005011923298316237, -0.0016673920799832158, 0.0]"
25735.0,"[-8249.958989445406, 2736.087347159129, 0.0]","[-3.5516643967333263, -3.1023048063745526, 0.0]","[0.005009931559935392, -0.0016641268752726822, 0.0]"
25735.0,"[-8253.510653842139, 2732.9850423527546, 0.0]","[-3.546656453103603, -3.1039656736205843, 0.0]","[0.005007943629723034, -0.001660867246031598, 0.0]"
25735.0,"[-8257.057310295242, 2729.881076679134, 0.0]","[-3.541650493601685, -3.1056232867962836, 0.0]","[0.0050059595019181155, -0.0016576131756995275, 0.0]"
25735.0,"[-8260.598960788844, 2726.7754533923376, 0.0]","[-3.5366465144309123, -3.107277651444054, 0.0]","[0.005003979170772897, -0.001654364647770629, 0.0]"
25735.0,"[-8264.135607303275, 2723.6681757408937, 0.0]","[-3.5316445118003594, -3.1089287730898474, 0.0]","[0.005002002630552953, -0.0016511216457934332, 0.0]"
25735.0,"[-8267.667251815075, 2720.559246967804, 0.0]","[-3.5266444819248224, -3.110576657243218, 0.0]","[0.005000029875537123, -0.0016478841533706088, 0.0]"
25735.0,"[-8271.193896297, 2717.448670310561, 0.0]","[-3.521646421024805, -3.112221309397377, 0.0]","[0.004998060900017503, -0.0016446521541587389, 0.0]"
25735.0,"[-8274.715542718024, 2714.3364490011636, 0.0]","[-3.5166503253265056, -3.113862735029245, 0.0]","[0.004996095698299427, -0.001641425631868099, 0.0]"
25735.0,"[-8278.23219304335, 2711.2225862661344, 0.0]","[-3.511656191061804, -3.1155009395995075, 0.0]","[0.004994134264701425, -0.0016382045702624255, 0.0]"
25735.0,"[-8281.743849234412, 2708.107085326535, 0.0]","[-3.5066640144682486, -3.117135928552666, 0.0]","[0.004992176593555228, -0.0016349889531587, 0.0]"
25735.0,"[-8285.25051324888, 2704.9899493979824, 0.0]","[-3.501673791789043, -3.118767707317093, 0.0]","[0.004990222679205712, -0.0016317787644269189, 0.0]"
25735.0,"[-8288.752187040669, 2701.8711816906653, 0.0]","[-3.496685519273032, -3.1203962813050827, 0.0]","[0.004988272516010912, -0.0016285739879898812, 0.0]"
25735.0,"[-8292.248872559941, 2698.75078540936, 0.0]","[-3.49169919317469, -3.1220216559129055, 0.0]","[0.00498632609834198, -0.0016253746078229642, 0.0]"
25735.0,"[-8295.740571753116, 2695.6287637534474, 0.0]","[-3.486714809754107, -3.123643836520859, 0.0]","[0.0049843834205831475, -0.0016221806079538994, 0.0]"
